origin_fips_state,origin_fips_county,dest_fips_state,dest_fips_county,origin_state_name,origin_county_name,county_of_current_residence_estimate,origin_col_7_moe,origin_nonmovers_estimate,origin_col_9_moe,origin_movers_us_estimate,origin_col_11_moe,origin_movers_same_county_estimate,origin_col_13_moe,origin_movers_diff_county_same_state_estimate,origin_col_15_moe,origin_movers_diff_state_estimate,origin_col_17_moe,origin_movers_abroad_estimate,origin_col_19_moe,dest_state_name,dest_county_name,county_of_residence_1_year_ago_estimate,dest_col_23_moe,dest_nonmovers_estimate,dest_col_25_moe,dest_movers_us_estimate,dest_col_27_moe,dest_movers_same_county_estimate,dest_col_29_moe,dest_movers_diff_county_same_state_estimate,dest_col_31_moe,dest_movers_diff_state_estimate,dest_col_33_moe,dest_movers_pr_estimate,dest_col_35_moe,movers_in_county_to_county_flow_estimate,dest_col_37_moe,origin_county_name_clean,dest_county_name_clean,source_file,year_start,year_end
054,001,009,005,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Connecticut,Litchfield County,188509.0,1394.0,169677.0,1175.0,18772.0,1429.0,9681.0,958.0,3517.0,516.0,5574.0,754.0,60.0,93.0,7.0,10.0,Barbour,Litchfield,inflow_05_09_West Virginia.csv,2005,2009
054,001,012,017,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Florida,Citrus County,134716.0,1510.0,118453.0,1482.0,16263.0,1633.0,9430.0,1138.0,3565.0,740.0,3268.0,643.0,,,16.0,26.0,Barbour,Citrus,inflow_05_09_West Virginia.csv,2005,2009
054,001,012,127,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Florida,Volusia County,482051.0,3847.0,413477.0,4170.0,68461.0,2673.0,40172.0,2212.0,13360.0,1650.0,14929.0,1343.0,113.0,84.0,3.0,6.0,Barbour,Volusia,inflow_05_09_West Virginia.csv,2005,2009
054,001,016,005,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Idaho,Bannock County,77886.0,1037.0,60964.0,1144.0,16922.0,1419.0,10923.0,1066.0,3247.0,629.0,2752.0,545.0,,,39.0,59.0,Barbour,Bannock,inflow_05_09_West Virginia.csv,2005,2009
054,001,024,031,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Maryland,Montgomery County,926088.0,3739.0,794535.0,4206.0,131484.0,4222.0,69711.0,3287.0,21505.0,1597.0,40268.0,2605.0,69.0,57.0,11.0,18.0,Barbour,Montgomery,inflow_05_09_West Virginia.csv,2005,2009
054,001,024,043,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Maryland,Washington County,141108.0,1519.0,122069.0,1783.0,19039.0,1825.0,11185.0,1431.0,3254.0,706.0,4600.0,807.0,,,20.0,34.0,Barbour,Washington,inflow_05_09_West Virginia.csv,2005,2009
054,001,024,510,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Maryland,Baltimore city,646902.0,3692.0,520203.0,3841.0,126699.0,4789.0,69833.0,3410.0,37437.0,2572.0,19429.0,1614.0,,,5.0,8.0,Barbour,Baltimore city,inflow_05_09_West Virginia.csv,2005,2009
054,001,026,163,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Michigan,Wayne County,1989373.0,5342.0,1668821.0,6613.0,320508.0,7231.0,226903.0,6010.0,56082.0,3074.0,37523.0,2518.0,44.0,60.0,9.0,15.0,Barbour,Wayne,inflow_05_09_West Virginia.csv,2005,2009
054,001,037,049,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,North Carolina,Craven County,91318.0,1592.0,71861.0,1522.0,19457.0,1719.0,10796.0,1353.0,3983.0,754.0,4678.0,772.0,,,9.0,15.0,Barbour,Craven,inflow_05_09_West Virginia.csv,2005,2009
054,001,039,019,West Virginia,Barbour County,15390.0,72.0,13724.0,391.0,1633.0,375.0,841.0,244.0,474.0,265.0,318.0,165.0,33.0,48.0,Ohio,Carroll County,28888.0,502.0,25654.0,422.0,3234.0,527.0,1315.0,308.0,1690.0,437.0,229.0,116.0,,,21.0,34.0,Barbour,Carroll,inflow_05_09_West Virginia.csv,2005,2009
